experiment,repeat,seed,dataset_seed,training_objective,sample_k,D,gamma,N,alpha,M_train,M_test,alpha_code,kappa,K_visible_expected,t_mask_val,n_mmd_samples,num_steps,train_loss,test_loss,loss_gap,abs_loss_gap,train_acc,test_acc,mmd_biased_multiscale,mmd2_biased_multiscale,mmd2_unbiased_multiscale_raw,baseline_mmd_biased_multiscale,baseline_mmd2_biased_multiscale,baseline_mmd2_unbiased_multiscale_raw,train_true_mmd_biased_multiscale,train_true_mmd2_biased_multiscale,train_true_mmd2_unbiased_multiscale_raw,model_train_mmd_biased_multiscale,model_train_mmd2_biased_multiscale,model_train_mmd2_unbiased_multiscale_raw,nearest_train_q1_mean,nearest_train_q1_std,nearest_train_q2_mean,nearest_train_q1_q2_gap_mean,corr_relerr_model_true,corr_relerr_fresh_true,train_empirical_mmd_biased_multiscale,mmd_biased_lambda_0_5,mmd2_biased_lambda_0_5,mmd2_unbiased_lambda_0_5_raw,baseline_mmd_biased_lambda_0_5,baseline_mmd2_biased_lambda_0_5,baseline_mmd2_unbiased_lambda_0_5_raw,model_train_mmd_biased_lambda_0_5,model_train_mmd2_biased_lambda_0_5,model_train_mmd2_unbiased_lambda_0_5_raw,train_true_mmd_biased_lambda_0_5,train_true_mmd2_biased_lambda_0_5,train_true_mmd2_unbiased_lambda_0_5_raw,train_mmd_biased_lambda_0_5,train_mmd2_biased_lambda_0_5,train_mmd2_unbiased_lambda_0_5_raw,mmd_biased_lambda_1,mmd2_biased_lambda_1,mmd2_unbiased_lambda_1_raw,baseline_mmd_biased_lambda_1,baseline_mmd2_biased_lambda_1,baseline_mmd2_unbiased_lambda_1_raw,model_train_mmd_biased_lambda_1,model_train_mmd2_biased_lambda_1,model_train_mmd2_unbiased_lambda_1_raw,train_true_mmd_biased_lambda_1,train_true_mmd2_biased_lambda_1,train_true_mmd2_unbiased_lambda_1_raw,train_mmd_biased_lambda_1,train_mmd2_biased_lambda_1,train_mmd2_unbiased_lambda_1_raw,mmd_biased_lambda_2,mmd2_biased_lambda_2,mmd2_unbiased_lambda_2_raw,baseline_mmd_biased_lambda_2,baseline_mmd2_biased_lambda_2,baseline_mmd2_unbiased_lambda_2_raw,model_train_mmd_biased_lambda_2,model_train_mmd2_biased_lambda_2,model_train_mmd2_unbiased_lambda_2_raw,train_true_mmd_biased_lambda_2,train_true_mmd2_biased_lambda_2,train_true_mmd2_unbiased_lambda_2_raw,train_mmd_biased_lambda_2,train_mmd2_biased_lambda_2,train_mmd2_unbiased_lambda_2_raw,mmd_biased_lambda_4,mmd2_biased_lambda_4,mmd2_unbiased_lambda_4_raw,baseline_mmd_biased_lambda_4,baseline_mmd2_biased_lambda_4,baseline_mmd2_unbiased_lambda_4_raw,model_train_mmd_biased_lambda_4,model_train_mmd2_biased_lambda_4,model_train_mmd2_unbiased_lambda_4_raw,train_true_mmd_biased_lambda_4,train_true_mmd2_biased_lambda_4,train_true_mmd2_unbiased_lambda_4_raw,train_mmd_biased_lambda_4,train_mmd2_biased_lambda_4,train_mmd2_unbiased_lambda_4_raw,mmd_biased_lambda_8,mmd2_biased_lambda_8,mmd2_unbiased_lambda_8_raw,baseline_mmd_biased_lambda_8,baseline_mmd2_biased_lambda_8,baseline_mmd2_unbiased_lambda_8_raw,model_train_mmd_biased_lambda_8,model_train_mmd2_biased_lambda_8,model_train_mmd2_unbiased_lambda_8_raw,train_true_mmd_biased_lambda_8,train_true_mmd2_biased_lambda_8,train_true_mmd2_unbiased_lambda_8_raw,train_mmd_biased_lambda_8,train_mmd2_biased_lambda_8,train_mmd2_unbiased_lambda_8_raw,mmd_biased_lambda_16,mmd2_biased_lambda_16,mmd2_unbiased_lambda_16_raw,baseline_mmd_biased_lambda_16,baseline_mmd2_biased_lambda_16,baseline_mmd2_unbiased_lambda_16_raw,model_train_mmd_biased_lambda_16,model_train_mmd2_biased_lambda_16,model_train_mmd2_unbiased_lambda_16_raw,train_true_mmd_biased_lambda_16,train_true_mmd2_biased_lambda_16,train_true_mmd2_unbiased_lambda_16_raw,train_mmd_biased_lambda_16,train_mmd2_biased_lambda_16,train_mmd2_unbiased_lambda_16_raw
C,0,41142,942,fixed_context,1,80,1.0,80,10.0,800,1000,10.0,0.5,40,0.5,10000,3000,0.5822606682777405,0.6284960508346558,0.04623538255691528,0.04623538255691528,0.6892517054080963,0.6504663276672363,0.01618943830709893,0.00026209791269936225,0.00012610106419043635,0.01159139923584257,0.0001343605362446917,-1.6374014405507664e-06,0.031187311689054607,0.0009726484103902421,0.0008367311399136109,0.028535428403725947,0.0008142706741841695,0.0006783539099909018,0.418304979801178,0.04724563658237457,0.3820750117301941,0.036229997873306274,0.49273645877838135,0.13495977222919464,0.028535428403725947,0.007405551127361109,5.4842187499959394e-05,1.0687783966067954e-05,0.006498220910371964,4.2226874999995445e-05,-1.9276673917101306e-06,0.016043885127986806,0.00025740625000003625,0.000213274919367068,0.017334151623313088,0.0003004728125000078,0.0002563415492797816,0.016043885127986806,0.00025740625000003625,0.000213274919367068,0.01178850075285098,0.0001389687499999681,6.054195988336453e-05,0.008694861988554228,7.56006250000052e-05,-2.826742674377769e-06,0.02072992251553274,0.0004297296874999912,0.0003513447274727799,0.023239601169126965,0.0005400790625000873,0.0004616939865862424,0.02072992251553274,0.0004297296874999912,0.0003513447274727799,0.01751286580631282,0.00030670046874992085,0.00018092728291574378,0.011079295160338625,0.0001227507812499029,-3.0239878675564213e-06,0.025347179946691546,0.000642479531249962,0.0005167758895576746,0.029705986349556904,0.0008824456250000612,0.0007567413036928539,0.025347179946691546,0.000642479531249962,0.0005167758895576746,0.02167798602557532,0.0004699350781250389,0.00029797321243063557,0.013047317732008302,0.00017023249999997825,-1.7318857198356241e-06,0.029901883824435736,0.0008941226562500515,0.0007222611132988166,0.03512191378790436,0.0012335488281249862,0.0010616859597052941,0.029901883824435736,0.0008941226562500515,0.0007222611132988166,0.019533314390900162,0.00038155037109374734,0.00018576784783165545,0.013981833917176483,0.0001954916796875067,-2.9238858650915134e-07,0.03503840610449832,0.0012276899023437454,0.0010320277559318358,0.03773462331698836,0.0014239017968750017,0.0012282387672048409,0.03503840610449832,0.0012276899023437454,0.0010320277559318358,0.014852293450088405,0.00022059062072753892,2.0708298115150762e-05,0.01413721176649631,0.0001998607565307617,-2.1736403315502154e-08,0.03787078052748888,0.0014341960177612306,0.0012344390543172362,0.03815025999048117,0.0014554423373413082,0.001255685273012653,0.03787078052748888,0.0014341960177612306,0.0012344390543172362
C,0,41242,942,fixed_context,1,80,1.0,80,20.0,1600,1000,20.0,0.5,40,0.5,10000,3000,0.5956650376319885,0.6181837320327759,0.022518694400787354,0.022518694400787354,0.677854733467102,0.6576016736030579,0.014876231171764332,0.0002213022538757728,8.530109982203523e-05,0.01159139923584257,0.0001343605362446917,-1.6374014405507664e-06,0.02307316781233814,0.0005323710728963167,0.0003964130318519965,0.021890363911449842,0.0004791880321757056,0.0003432252878673712,0.43640750646591187,0.044589851051568985,0.40251249074935913,0.03389499709010124,0.3879644572734833,0.13380543887615204,0.021890363911449842,0.007698822961992293,5.927187500009978e-05,1.5117036203715628e-05,0.006498220910371964,4.2226874999995445e-05,-1.9276673917101306e-06,0.012278818143454445,0.00015076937500002607,0.0001066252775279164,0.012423666930503893,0.000154347500000096,0.00011020473447342916,0.012278818143454445,0.00015076937500002607,0.0001066252775279164,0.01133269606052237,0.00012843000000017923,5.000106316876973e-05,0.008694861988554228,7.56006250000052e-05,-2.826742674377769e-06,0.016002997766043033,0.0002560959374999783,0.00017768642764282028,0.01675245317856125,0.0002806446874998869,0.0002022385123510162,0.016002997766043033,0.0002560959374999783,0.00017768642764282028,0.01585459811064102,0.0002513682812499418,0.0001255888917640613,0.011079295160338625,0.0001227507812499029,-3.0239878675564213e-06,0.019789955627792555,0.0003916423437499983,0.0002658953073432224,0.02162911088093982,0.0004678184374999894,0.00034207853997902937,0.019789955627792555,0.0003916423437499983,0.0002658953073432224,0.01908567034452853,0.0003642628125000158,0.00019229085930466683,0.013047317732008302,0.00017023249999997825,-1.7318857198356241e-06,0.023370729890720796,0.0005461910156250305,0.0003742664558487041,0.02594242874857705,0.0006730096093749971,0.000501095066569146,0.023370729890720796,0.0005461910156250305,0.0003742664558487041,0.017659482834567395,0.00031185733398438054,0.0001160685514664736,0.013981833917176483,0.0001954916796875067,-2.9238858650915134e-07,0.02679691417635622,0.000718074609375001,0.0005223443968361621,0.028234986504169363,0.0007972144628906261,0.0006014900252251723,0.02679691417635622,0.000718074609375001,0.0005223443968361621,0.014581605553573984,0.00021262322052001967,1.2740197024524317e-05,0.01413721176649631,0.0001998607565307617,-2.1736403315502154e-08,0.028501840498539724,0.0008123549118041991,0.0006125338620054019,0.028656443256487796,0.000821191740112305,0.0006213713125141859,0.028501840498539724,0.0008123549118041991,0.0006125338620054019
C,0,41542,942,fixed_context,1,80,1.0,80,50.0,4000,1000,50.0,0.5,40,0.5,10000,3000,0.600712239742279,0.6103061437606812,0.0095939040184021,0.0095939040184021,0.6722029340267182,0.6638118946552276,0.013239560138352431,0.00017528595265705064,3.9281045341077666e-05,0.01159139923584257,0.0001343605362446917,-1.6374014405507664e-06,0.017182545054003732,0.0002952398545328681,0.00015925702677599074,0.01590546754762506,0.0002529838979085539,0.00011699290622921466,0.46108749508857727,0.04221590608358383,0.43081751465797424,0.03026999533176422,0.27504244446754456,0.13785994052886963,0.01590546754762506,0.0073384475538108606,5.38528125000326e-05,9.697201032610181e-06,0.006498220910371964,4.2226874999995445e-05,-1.9276673917101306e-06,0.008032259177840421,6.451718750000168e-05,2.0364363561453658e-05,0.00928224110869494,8.615999999994628e-05,4.200922604757906e-05,0.008032259177840421,6.451718750000168e-05,2.0364363561453658e-05,0.010226772462503135,0.00010458687499981245,2.6155609873290686e-05,0.008694861988554228,7.56006250000052e-05,-2.826742674377769e-06,0.010756625865020197,0.00011570500000002149,3.727917204221498e-05,0.01251968450081604,0.00015674249999997336,7.832215677816556e-05,0.010756625865020197,0.00011570500000002149,3.727917204221498e-05,0.013589506521579534,0.00018467468750005267,5.888971559653289e-05,0.011079295160338625,0.0001227507812499029,-3.0239878675564213e-06,0.013900269781558923,0.00019321750000012017,6.7442678892915e-05,0.016161441380643658,0.0002611921874999812,0.00013542964580826045,0.013900269781558923,0.00019321750000012017,6.7442678892915e-05,0.016038924819794655,0.00025724710937502504,8.526681310316864e-05,0.013047317732008302,0.00017023249999997825,-1.7318857198356241e-06,0.017204861685727352,0.000296007265625009,0.0001240439516139169,0.019353992643639326,0.00037457703125004516,0.00020263141382886873,0.017204861685727352,0.000296007265625009,0.0001240439516139169,0.01568336131910578,0.00024596782226562336,5.01740807733117e-05,0.013981833917176483,0.0001954916796875067,-2.9238858650915134e-07,0.020014480597651024,0.0004005794335937493,0.0002048087548481431,0.020994925679717755,0.00044078690429687206,0.0002450265766869644,0.020014480597651024,0.0004005794335937493,0.0002048087548481431,0.014331308708619662,0.00020538640930175774,5.502851667551914e-06,0.01413721176649631,0.0001998607565307617,-2.1736403315502154e-08,0.021163104704471455,0.0004478770007324219,0.0002480185164166443,0.021259833116710737,0.00045198050415039054,0.00025212314150610624,0.021163104704471455,0.0004478770007324219,0.0002480185164166443
A,0,42047,1042,fixed_context,1,80,2.0,160,0.5,40,1000,0.25,0.5,40,0.75,10000,3000,0.30040279030799866,1.0829540491104126,0.7825512588024139,0.7825512588024139,0.8687862861156463,0.5680305218696594,0.045874923461517794,0.002104508602600116,0.001968521232246045,0.011916701285217352,0.00014200776952110088,5.8532330396453606e-06,0.13475402731044217,0.018158647876383393,0.018024305157584724,0.12298970242780347,0.015126466903279645,0.014992291163025619,0.3757437467575073,0.08146242052316666,0.3005262315273285,0.07521750032901764,1.775930643081665,0.13903580605983734,0.12298970242780347,0.020910531138641157,0.0004372503125000815,0.00039309850572544214,0.007084556266989386,5.019093750013859e-05,6.006209996023415e-06,0.0762344041427492,0.005811684375000015,0.005768187590509122,0.08076442789062427,0.0065228928124998475,0.006479363130000415,0.0762344041427492,0.005811684375000015,0.005768187590509122,0.03585697282259101,0.0012857225000000305,0.0012073017277351994,0.00936591226202975,8.77203125000392e-05,9.197753275458354e-06,0.09710031378682614,0.0094284709375001,0.009351192585758561,0.10669654252833019,0.011384152187499774,0.01130677215058995,0.09710031378682614,0.0094284709375001,0.009351192585758561,0.055220039953806754,0.003049252812500014,0.0029234920238273565,0.01169626676550833,0.0001368026562499347,1.0794465571506429e-05,0.11501773368702775,0.013229079062500038,0.013105091074326225,0.13301253817779704,0.01769233531249992,0.017568100198019798,0.11501773368702775,0.013229079062500038,0.013105091074326225,0.06754269078238578,0.004562015078124981,0.004390071598659895,0.013406006699424808,0.00017972101562502285,7.4048294517181645e-06,0.12849954766457347,0.01651213374999999,0.016342494432724508,0.15187908096368977,0.023067255234375028,0.022897243647271026,0.12849954766457347,0.01651213374999999,0.016342494432724508,0.05300754340849164,0.0028097996582031257,0.002614031410861792,0.01405992545877307,0.00019768150390625516,1.6898235487700086e-06,0.14519600737155489,0.02108188055664062,0.020888606670131857,0.15837165113369409,0.025081579882812503,0.024888082826429132,0.14519600737155489,0.02108188055664062,0.020888606670131857,0.021977517017908576,0.00048301125427246104,0.00028313212666658506,0.014139667299664968,0.0001999301913452148,2.631639439579312e-08,0.15714818719297116,0.02469555273803711,0.024498174624703436,0.15875664341567972,0.025203671828613283,0.025006268993198025,0.15714818719297116,0.02469555273803711,0.024498174624703436
B,0,42047,1042,fixed_context,1,80,2.0,160,0.5,40,1000,0.25,0.5,40,0.75,10000,3000,0.30040279030799866,1.0829540491104126,0.7825512588024139,0.7825512588024139,0.8687862861156463,0.5680305218696594,0.045874923461517794,0.002104508602600116,0.001968521232246045,0.011916701285217352,0.00014200776952110088,5.8532330396453606e-06,0.13475402731044217,0.018158647876383393,0.018024305157584724,0.12298970242780347,0.015126466903279645,0.014992291163025619,0.3757437467575073,0.08146242052316666,0.3005262315273285,0.07521750032901764,1.775930643081665,0.13903580605983734,0.12298970242780347,0.020910531138641157,0.0004372503125000815,0.00039309850572544214,0.007084556266989386,5.019093750013859e-05,6.006209996023415e-06,0.0762344041427492,0.005811684375000015,0.005768187590509122,0.08076442789062427,0.0065228928124998475,0.006479363130000415,0.0762344041427492,0.005811684375000015,0.005768187590509122,0.03585697282259101,0.0012857225000000305,0.0012073017277351994,0.00936591226202975,8.77203125000392e-05,9.197753275458354e-06,0.09710031378682614,0.0094284709375001,0.009351192585758561,0.10669654252833019,0.011384152187499774,0.01130677215058995,0.09710031378682614,0.0094284709375001,0.009351192585758561,0.055220039953806754,0.003049252812500014,0.0029234920238273565,0.01169626676550833,0.0001368026562499347,1.0794465571506429e-05,0.11501773368702775,0.013229079062500038,0.013105091074326225,0.13301253817779704,0.01769233531249992,0.017568100198019798,0.11501773368702775,0.013229079062500038,0.013105091074326225,0.06754269078238578,0.004562015078124981,0.004390071598659895,0.013406006699424808,0.00017972101562502285,7.4048294517181645e-06,0.12849954766457347,0.01651213374999999,0.016342494432724508,0.15187908096368977,0.023067255234375028,0.022897243647271026,0.12849954766457347,0.01651213374999999,0.016342494432724508,0.05300754340849164,0.0028097996582031257,0.002614031410861792,0.01405992545877307,0.00019768150390625516,1.6898235487700086e-06,0.14519600737155489,0.02108188055664062,0.020888606670131857,0.15837165113369409,0.025081579882812503,0.024888082826429132,0.14519600737155489,0.02108188055664062,0.020888606670131857,0.021977517017908576,0.00048301125427246104,0.00028313212666658506,0.014139667299664968,0.0001999301913452148,2.631639439579312e-08,0.15714818719297116,0.02469555273803711,0.024498174624703436,0.15875664341567972,0.025203671828613283,0.025006268993198025,0.15714818719297116,0.02469555273803711,0.024498174624703436
A,0,42052,1042,fixed_context,1,80,2.0,160,1.0,80,1000,0.5,0.5,40,0.75,10000,3000,0.4377371668815613,0.8336244225502014,0.39588725566864014,0.39588725566864014,0.7938714957237244,0.5897920656204224,0.036378846234996015,0.0013234204533894838,0.0011873619761443967,0.011916701285217352,0.00014200776952110088,5.8532330396453606e-06,0.09240735958564571,0.008539120105590827,0.008403810224531775,0.08465196006384876,0.007165954342651445,0.007030741315362716,0.34923499822616577,0.06007855013012886,0.2967450022697449,0.052490003407001495,1.38683021068573,0.14000533521175385,0.08465196006384876,0.016724990657694814,0.0002797253124999788,0.00023555887463744263,0.007084556266989386,5.019093750013859e-05,6.006209996023415e-06,0.049406945361964945,0.0024410462500001895,0.0023971491299130676,0.051960306364569185,0.002699873437499889,0.0026559572717894664,0.049406945361964945,0.0024410462500001895,0.0023971491299130676,0.028433090317444603,0.000808440624999962,0.0007299761536154747,0.00936591226202975,8.77203125000392e-05,9.197753275458354e-06,0.06321286706438944,0.003995866562500172,0.003917882479998136,0.06942211238143185,0.004819429687500154,0.004741386340821663,0.06321286706438944,0.003995866562500172,0.003917882479998136,0.04359097168566102,0.0019001728125001005,0.0017743075751325277,0.01169626676550833,0.0001368026562499347,1.0794465571506429e-05,0.07593520881317226,0.005766155937500073,0.005641066520589599,0.08829655287722155,0.007796281249999981,0.007671047448619905,0.07593520881317226,0.005766155937500073,0.005641066520589599,0.053227430663145385,0.0028331593749999495,0.0026610591206308043,0.013406006699424808,0.00017972101562502285,7.4048294517181645e-06,0.08783267873135281,0.007714579453125037,0.007543549495183877,0.10388675663011634,0.010792458203125022,0.01062121123984272,0.08783267873135281,0.007714579453125037,0.007543549495183877,0.04194664242280749,0.0017595208105468732,0.001563656941826988,0.01405992545877307,0.00019768150390625516,1.6898235487700086e-06,0.10281597823713673,0.010571125380859372,0.010376487076072846,0.1114328193247225,0.012417273222656247,0.012222506791065825,0.10281597823713673,0.010571125380859372,0.010376487076072846,0.018960585032905476,0.0003595037847900391,0.0001596131910231427,0.014139667299664968,0.0001999301913452148,2.631639439579312e-08,0.11183448695247736,0.012506952471923828,0.012308313190418774,0.11273599617142553,0.012709404832763671,0.012510752255051067,0.11183448695247736,0.012506952471923828,0.012308313190418774
B,0,42052,1042,fixed_context,1,80,2.0,160,1.0,80,1000,0.5,0.5,40,0.75,10000,3000,0.4377371668815613,0.8336244225502014,0.39588725566864014,0.39588725566864014,0.7938714957237244,0.5897920656204224,0.036378846234996015,0.0013234204533894838,0.0011873619761443967,0.011916701285217352,0.00014200776952110088,5.8532330396453606e-06,0.09240735958564571,0.008539120105590827,0.008403810224531775,0.08465196006384876,0.007165954342651445,0.007030741315362716,0.34923499822616577,0.06007855013012886,0.2967450022697449,0.052490003407001495,1.38683021068573,0.14000533521175385,0.08465196006384876,0.016724990657694814,0.0002797253124999788,0.00023555887463744263,0.007084556266989386,5.019093750013859e-05,6.006209996023415e-06,0.049406945361964945,0.0024410462500001895,0.0023971491299130676,0.051960306364569185,0.002699873437499889,0.0026559572717894664,0.049406945361964945,0.0024410462500001895,0.0023971491299130676,0.028433090317444603,0.000808440624999962,0.0007299761536154747,0.00936591226202975,8.77203125000392e-05,9.197753275458354e-06,0.06321286706438944,0.003995866562500172,0.003917882479998136,0.06942211238143185,0.004819429687500154,0.004741386340821663,0.06321286706438944,0.003995866562500172,0.003917882479998136,0.04359097168566102,0.0019001728125001005,0.0017743075751325277,0.01169626676550833,0.0001368026562499347,1.0794465571506429e-05,0.07593520881317226,0.005766155937500073,0.005641066520589599,0.08829655287722155,0.007796281249999981,0.007671047448619905,0.07593520881317226,0.005766155937500073,0.005641066520589599,0.053227430663145385,0.0028331593749999495,0.0026610591206308043,0.013406006699424808,0.00017972101562502285,7.4048294517181645e-06,0.08783267873135281,0.007714579453125037,0.007543549495183877,0.10388675663011634,0.010792458203125022,0.01062121123984272,0.08783267873135281,0.007714579453125037,0.007543549495183877,0.04194664242280749,0.0017595208105468732,0.001563656941826988,0.01405992545877307,0.00019768150390625516,1.6898235487700086e-06,0.10281597823713673,0.010571125380859372,0.010376487076072846,0.1114328193247225,0.012417273222656247,0.012222506791065825,0.10281597823713673,0.010571125380859372,0.010376487076072846,0.018960585032905476,0.0003595037847900391,0.0001596131910231427,0.014139667299664968,0.0001999301913452148,2.631639439579312e-08,0.11183448695247736,0.012506952471923828,0.012308313190418774,0.11273599617142553,0.012709404832763671,0.012510752255051067,0.11183448695247736,0.012506952471923828,0.012308313190418774
C,0,42052,1042,fixed_context,1,80,2.0,160,1.0,80,1000,0.5,0.5,40,0.75,10000,3000,0.4377371668815613,0.8336244225502014,0.39588725566864014,0.39588725566864014,0.7938714957237244,0.5897920656204224,0.036378846234996015,0.0013234204533894838,0.0011873619761443967,0.011916701285217352,0.00014200776952110088,5.8532330396453606e-06,0.09240735958564571,0.008539120105590827,0.008403810224531775,0.08465196006384876,0.007165954342651445,0.007030741315362716,0.34923499822616577,0.06007855013012886,0.2967450022697449,0.052490003407001495,1.38683021068573,0.14000533521175385,0.08465196006384876,0.016724990657694814,0.0002797253124999788,0.00023555887463744263,0.007084556266989386,5.019093750013859e-05,6.006209996023415e-06,0.049406945361964945,0.0024410462500001895,0.0023971491299130676,0.051960306364569185,0.002699873437499889,0.0026559572717894664,0.049406945361964945,0.0024410462500001895,0.0023971491299130676,0.028433090317444603,0.000808440624999962,0.0007299761536154747,0.00936591226202975,8.77203125000392e-05,9.197753275458354e-06,0.06321286706438944,0.003995866562500172,0.003917882479998136,0.06942211238143185,0.004819429687500154,0.004741386340821663,0.06321286706438944,0.003995866562500172,0.003917882479998136,0.04359097168566102,0.0019001728125001005,0.0017743075751325277,0.01169626676550833,0.0001368026562499347,1.0794465571506429e-05,0.07593520881317226,0.005766155937500073,0.005641066520589599,0.08829655287722155,0.007796281249999981,0.007671047448619905,0.07593520881317226,0.005766155937500073,0.005641066520589599,0.053227430663145385,0.0028331593749999495,0.0026610591206308043,0.013406006699424808,0.00017972101562502285,7.4048294517181645e-06,0.08783267873135281,0.007714579453125037,0.007543549495183877,0.10388675663011634,0.010792458203125022,0.01062121123984272,0.08783267873135281,0.007714579453125037,0.007543549495183877,0.04194664242280749,0.0017595208105468732,0.001563656941826988,0.01405992545877307,0.00019768150390625516,1.6898235487700086e-06,0.10281597823713673,0.010571125380859372,0.010376487076072846,0.1114328193247225,0.012417273222656247,0.012222506791065825,0.10281597823713673,0.010571125380859372,0.010376487076072846,0.018960585032905476,0.0003595037847900391,0.0001596131910231427,0.014139667299664968,0.0001999301913452148,2.631639439579312e-08,0.11183448695247736,0.012506952471923828,0.012308313190418774,0.11273599617142553,0.012709404832763671,0.012510752255051067,0.11183448695247736,0.012506952471923828,0.012308313190418774
A,0,42062,1042,fixed_context,1,80,2.0,160,2.0,160,1000,1.0,0.5,40,0.75,10000,3000,0.5174760222434998,0.7187356352806091,0.20125961303710938,0.20125961303710938,0.7416707873344421,0.6108013284206391,0.028853048764458156,0.0008324984230042003,0.0006963996858928598,0.011916701285217352,0.00014200776952110088,5.8532330396453606e-06,0.06510906724342443,0.004239190637308764,0.00410344914697281,0.05956300892684856,0.003547752032419841,0.0034120666385092876,0.33750125765800476,0.04967374727129936,0.2956174910068512,0.04188374802470207,1.0795801877975464,0.13980796933174133,0.05956300892684856,0.013171963596977495,0.00017350062500010033,0.00012932642357998958,0.007084556266989386,5.019093750013859e-05,6.006209996023415e-06,0.03366081735490124,0.0011330506250000205,0.001089002707646003,0.035937280434110576,0.0012914881249999066,0.0012474295040751926,0.03366081735490124,0.0011330506250000205,0.001089002707646003,0.022304140590934357,0.0004974746875001657,0.0004189858581482575,0.00936591226202975,8.77203125000392e-05,9.197753275458354e-06,0.04325354392994871,0.0018708690625000024,0.0017926073912390983,0.048171003985801576,0.0023204456250001115,0.002242149898114665,0.04325354392994871,0.0018708690625000024,0.0017926073912390983,0.03415173860874488,0.0011663412500000359,0.001040416391576704,0.01169626676550833,0.0001368026562499347,1.0794465571506429e-05,0.05248584332941545,0.0027547637499999444,0.0026292108957771676,0.06161734739503155,0.0037966975000000014,0.003671060804267934,0.05248584332941545,0.0027547637499999444,0.0026292108957771676,0.041793845801445385,0.0017467255468749943,0.001574535234101504,0.013406006699424808,0.00017972101562502285,7.4048294517181645e-06,0.061805241611250415,0.00381988789062504,0.0036482204484198366,0.07310443941717919,0.005344259062500023,0.0051724652140526794,0.061805241611250415,0.00381988789062504,0.0036482204484198366,0.033456888654468504,0.0011193633984375034,0.0009234456425271445,0.01405992545877307,0.00019768150390625516,1.6898235487700086e-06,0.07323893087759915,0.005363940996093747,0.005168631300973843,0.07904746732086837,0.0062485020898437535,0.006053118247209492,0.07323893087759915,0.005363940996093747,0.005168631300973843,0.017075861038682718,0.0002915850302124025,9.168856542355903e-05,0.014139667299664968,0.0001999301913452148,2.631639439579312e-08,0.07964923019276642,0.006343999870300292,0.006144727086999776,0.08021066900050634,0.006433751421508789,0.0062344712141168945,0.07964923019276642,0.006343999870300292,0.006144727086999776
B,0,42062,1042,fixed_context,1,80,2.0,160,2.0,160,1000,1.0,0.5,40,0.75,10000,3000,0.5174760222434998,0.7187356352806091,0.20125961303710938,0.20125961303710938,0.7416707873344421,0.6108013284206391,0.028853048764458156,0.0008324984230042003,0.0006963996858928598,0.011916701285217352,0.00014200776952110088,5.8532330396453606e-06,0.06510906724342443,0.004239190637308764,0.00410344914697281,0.05956300892684856,0.003547752032419841,0.0034120666385092876,0.33750125765800476,0.04967374727129936,0.2956174910068512,0.04188374802470207,1.0795801877975464,0.13980796933174133,0.05956300892684856,0.013171963596977495,0.00017350062500010033,0.00012932642357998958,0.007084556266989386,5.019093750013859e-05,6.006209996023415e-06,0.03366081735490124,0.0011330506250000205,0.001089002707646003,0.035937280434110576,0.0012914881249999066,0.0012474295040751926,0.03366081735490124,0.0011330506250000205,0.001089002707646003,0.022304140590934357,0.0004974746875001657,0.0004189858581482575,0.00936591226202975,8.77203125000392e-05,9.197753275458354e-06,0.04325354392994871,0.0018708690625000024,0.0017926073912390983,0.048171003985801576,0.0023204456250001115,0.002242149898114665,0.04325354392994871,0.0018708690625000024,0.0017926073912390983,0.03415173860874488,0.0011663412500000359,0.001040416391576704,0.01169626676550833,0.0001368026562499347,1.0794465571506429e-05,0.05248584332941545,0.0027547637499999444,0.0026292108957771676,0.06161734739503155,0.0037966975000000014,0.003671060804267934,0.05248584332941545,0.0027547637499999444,0.0026292108957771676,0.041793845801445385,0.0017467255468749943,0.001574535234101504,0.013406006699424808,0.00017972101562502285,7.4048294517181645e-06,0.061805241611250415,0.00381988789062504,0.0036482204484198366,0.07310443941717919,0.005344259062500023,0.0051724652140526794,0.061805241611250415,0.00381988789062504,0.0036482204484198366,0.033456888654468504,0.0011193633984375034,0.0009234456425271445,0.01405992545877307,0.00019768150390625516,1.6898235487700086e-06,0.07323893087759915,0.005363940996093747,0.005168631300973843,0.07904746732086837,0.0062485020898437535,0.006053118247209492,0.07323893087759915,0.005363940996093747,0.005168631300973843,0.017075861038682718,0.0002915850302124025,9.168856542355903e-05,0.014139667299664968,0.0001999301913452148,2.631639439579312e-08,0.07964923019276642,0.006343999870300292,0.006144727086999776,0.08021066900050634,0.006433751421508789,0.0062344712141168945,0.07964923019276642,0.006343999870300292,0.006144727086999776
